,600820.SH:207000,000541.SZ:89850,600256.SH:13000,000027.SZ:30000,002939.SZ:500,601577.SH:1000,601138.SH:500,total 
20140325,10.23,9.75,7.15,5.76,9.09,11.51,19.83,3285367.5
20140324,10.19,9.53,7.27,5.7,9.09,11.51,19.83,3257080.5
20140321,10.12,9.65,7.23,5.64,9.09,11.51,19.83,3251052.5
20140320,9.66,9.6,7.02,5.48,9.09,11.51,19.83,3143810.0
20140319,9.96,9.93,7.09,5.69,9.09,11.51,19.83,3242770.5
20140318,9.96,10.12,7.19,5.6,9.09,11.51,19.83,3258442.0
20140317,9.5,9.74,7.19,5.63,9.09,11.51,19.83,3129979.0
20140314,9.34,9.7,7.27,5.6,9.09,11.51,19.83,3093405.0
20140313,9.71,9.59,7.8,5.55,9.09,11.51,19.83,3165501.5
20140312,9.6,9.11,7.9,5.5,9.09,11.51,19.83,3099403.5
20140311,9.64,9.04,7.95,5.47,9.09,11.51,19.83,3101144.0
20140310,9.1,8.89,7.89,5.49,9.09,11.51,19.83,2975706.5
20140307,9.5,9.49,8.25,5.48,9.09,11.51,19.83,3116796.5
20140306,9.58,9.46,8.13,5.58,9.09,11.51,19.83,3132101.0
20140305,9.36,9.79,7.96,5.63,9.09,11.51,19.83,3115501.4999999995
20140304,9.3,9.99,7.76,5.6,9.09,11.51,19.83,3117551.5
20140303,9.46,9.92,7.91,5.7,9.09,11.51,19.83,3149332.0
20140228,8.76,9.6,7.79,5.6,9.09,11.51,19.83,2971120.0
20140227,8.73,9.51,7.97,5.53,9.09,11.51,19.83,2957063.5
20140226,8.87,9.74,7.76,5.52,9.09,11.51,19.83,3003679.0
20140225,8.74,10.56,7.6,5.44,9.09,11.51,19.83,3045966.0
20140224,8.9,10.64,8.01,5.35,9.09,11.51,19.83,3088904.0
20140221,9.14,9.92,8.06,5.37,9.09,11.51,19.83,3075142.0
20140220,9.06,9.86,8.33,5.48,9.09,11.51,19.83,3060001.0
20140219,9.15,9.8,8.15,5.49,9.09,11.51,19.83,3071200.0
20140218,9.19,10.0,7.9,5.48,9.09,11.51,19.83,3093900.0
20140217,9.2,9.41,8.23,5.56,9.09,11.51,19.83,3049648.5
20140214,9.03,9.16,8.21,5.46,9.09,11.51,19.83,2988736.0
20140213,8.81,9.28,8.08,5.4,9.09,11.51,19.83,2950488.0
20140212,8.92,9.5,8.32,5.47,9.09,11.51,19.83,2998245.0
20140211,8.78,9.44,7.87,5.35,9.09,11.51,19.83,2954424.0
20140210,8.75,10.01,7.15,5.33,9.09,11.51,19.83,2989468.5
20140207,8.52,9.95,6.92,5.24,9.09,11.51,19.83,2930777.5
20140130,8.48,9.5,6.88,5.21,9.09,11.51,19.83,2880645.0
20140129,8.56,9.62,6.91,5.26,9.09,11.51,19.83,2909877.0
20140128,8.56,9.68,6.98,5.26,9.09,11.51,19.83,2916178.0
20140127,8.58,9.63,7.0,5.25,9.09,11.51,19.83,2915785.5
20140124,8.63,9.93,7.02,5.28,9.09,11.51,19.83,2954250.5
20140123,8.52,10.02,7.05,5.27,9.09,11.51,19.83,2939657.0
20140122,8.56,9.67,7.18,5.27,9.09,11.51,19.83,2918179.5
20140121,8.39,9.46,6.98,5.18,9.09,11.51,19.83,2858821.0000000005
20140120,8.14,8.68,6.9,5.14,9.09,11.51,19.83,2734748.0
20140117,8.19,8.75,7.01,5.22,9.09,11.51,19.83,2755217.5
20140116,8.36,8.78,7.1,5.27,9.09,11.51,19.83,2795773.0
20140115,8.36,8.87,6.9,5.17,9.09,11.51,19.83,2798259.4999999995
20140114,8.37,8.62,7.19,5.2,9.09,11.51,19.83,2782536.9999999995
20140113,8.24,8.14,7.36,5.17,9.09,11.51,19.83,2713809.0
20140110,8.18,8.08,8.18,5.12,9.09,11.51,19.83,2705158.0
20140109,8.26,8.2,8.52,5.19,9.09,11.51,19.83,2739020.0
20140108,8.46,8.48,8.61,5.26,9.09,11.51,19.83,2808848.0
20140107,8.47,8.13,8.66,5.2,9.09,11.51,19.83,2778320.5000000005
20140106,8.46,8.11,8.67,5.22,9.09,11.51,19.83,2775183.5
20140103,8.83,7.37,8.85,5.34,9.09,11.51,19.83,2791224.5
20140102,8.9,7.2,8.76,5.47,9.09,11.51,19.83,2793170.0
20131231,9.07,6.89,8.74,5.5,9.09,11.51,19.83,2801146.5
20131230,9.09,6.8,8.78,5.44,9.09,11.51,19.83,2795920.0
20131227,9.02,6.84,8.81,5.44,9.09,11.51,19.83,2785414.0
20131226,8.87,6.67,8.73,5.38,9.09,11.51,19.83,2736249.5
20131225,9.05,6.7,8.94,5.41,9.09,11.51,19.83,2779835.0
20131224,8.93,6.4,8.89,5.4,9.09,11.51,19.83,2727090.0
20131223,8.89,6.32,8.98,5.38,9.09,11.51,19.83,2712192.0
20131220,8.9,6.14,8.73,5.37,9.09,11.51,19.83,2694539.0
20131219,9.01,6.31,8.96,5.46,9.09,11.51,19.83,2738273.5
20131218,9.02,6.4,9.1,5.53,9.09,11.51,19.83,2752350.0
20131217,8.99,6.24,9.04,5.5,9.09,11.51,19.83,2730084.0
20131216,9.11,6.2,9.15,5.55,9.09,11.51,19.83,2754260.0
20131213,9.28,6.33,9.49,5.64,9.09,11.51,19.83,2808250.5
20131212,9.2,6.25,9.72,5.67,9.09,11.51,19.83,2788392.5
20131211,9.17,6.26,9.8,5.69,9.09,11.51,19.83,2784721.0
20131210,9.46,6.36,9.33,5.8,9.09,11.51,19.83,2850926.0
20131209,9.41,6.39,9.65,5.81,9.09,11.51,19.83,2847731.5
20131206,9.48,6.4,9.83,5.84,9.09,11.51,19.83,2866360.0
20131205,9.52,6.25,10.77,5.82,9.09,11.51,19.83,2872782.5
20131204,9.41,6.21,10.84,5.87,9.09,11.51,19.83,2848828.5
20131203,9.35,6.11,10.79,5.82,9.09,11.51,19.83,2825273.5
20131202,9.24,6.0,10.74,5.72,9.09,11.51,19.83,2788970.0
20131129,9.03,6.25,11.31,5.62,9.09,11.51,19.83,2772372.5
20131128,9.03,6.16,11.42,5.64,9.09,11.51,19.83,2766316.0
20131127,9.06,6.15,11.15,5.59,9.09,11.51,19.83,2766617.5
20131126,8.91,6.11,10.96,5.56,9.09,11.51,19.83,2728603.5
20131125,8.85,6.09,11.0,5.51,9.09,11.51,19.83,2713406.5
20131122,8.73,6.08,11.3,5.54,9.09,11.51,19.83,2692468.0
20131121,8.68,6.13,11.63,5.61,9.09,11.51,19.83,2693000.5
20131120,8.77,6.15,11.29,5.59,9.09,11.51,19.83,2708407.5
20131119,8.7,6.13,11.4,5.57,9.09,11.51,19.83,2692950.5
20131118,8.69,6.12,11.35,5.59,9.09,11.51,19.83,2689932.0
20131115,8.46,6.01,11.18,5.46,9.09,11.51,19.83,2626328.5
20131114,8.25,5.93,10.82,5.36,9.09,11.51,19.83,2567990.5
20131113,8.21,5.94,10.68,5.43,9.09,11.51,19.83,2560889.0
20131112,8.44,6.0,11.18,5.62,9.09,11.51,19.83,2626090.0
20131111,8.39,5.98,11.22,5.59,9.09,11.51,19.83,2613563.0
20131108,8.35,5.95,11.54,5.68,9.09,11.51,19.83,2609447.5
20131107,8.69,6.01,11.86,5.84,9.09,11.51,19.83,2694178.5
20131106,8.7,6.11,11.75,5.8,9.09,11.51,19.83,2702603.5
20131105,8.85,6.1,11.23,5.82,9.09,11.51,19.83,2726595.0
20131104,8.78,6.1,11.26,5.8,9.09,11.51,19.83,2711895.0
20131101,8.76,6.14,10.83,5.74,9.09,11.51,19.83,2703959.0
20131031,8.74,5.99,11.77,5.77,9.09,11.51,19.83,2699461.5
20131030,8.85,5.99,11.93,5.92,9.09,11.51,19.83,2728811.5
20131029,8.7,5.9,12.07,5.68,9.09,11.51,19.83,2684295.0
20131028,8.74,6.03,11.89,5.55,9.09,11.51,19.83,2698015.5
20131025,8.67,6.13,11.47,5.53,9.09,11.51,19.83,2686450.5
20131024,8.8,6.14,11.23,5.53,9.09,11.51,19.83,2711139.0
20131023,8.82,6.22,11.59,5.59,9.09,11.51,19.83,2728947.0
20131022,9.08,6.34,11.5,5.65,9.09,11.51,19.83,2794179.0
20131021,9.22,6.24,11.9,5.66,9.09,11.51,19.83,2819674.0
20131018,9.1,6.19,11.53,5.6,9.09,11.51,19.83,2783731.5
20131017,9.13,6.18,11.79,5.6,9.09,11.51,19.83,2792423.0
20131016,9.05,6.14,12.06,5.61,9.09,11.51,19.83,2776079.0
20131015,9.21,6.26,11.79,5.72,9.09,11.51,19.83,2819771.0
20131014,9.28,6.26,11.74,5.6,9.09,11.51,19.83,2830011.0
20131011,9.11,6.21,11.49,5.59,9.09,11.51,19.83,2786778.5
20131010,8.73,6.15,10.48,5.51,9.09,11.51,19.83,2687197.5
20131009,8.86,6.28,10.43,5.56,9.09,11.51,19.83,2726638.0
20131008,8.84,6.26,10.26,5.52,9.09,11.51,19.83,2717291.0
20130930,8.8,6.22,9.44,5.43,9.09,11.51,19.83,2692057.0
20130927,8.72,6.2,9.51,5.4,9.09,11.51,19.83,2673710.0
20130926,8.7,6.14,9.72,5.41,9.09,11.51,19.83,2667209.0
20130925,9.14,6.22,9.62,5.53,9.09,11.51,19.83,2767777.0
20130924,9.39,6.27,10.01,5.55,9.09,11.51,19.83,2829689.5
20130923,9.18,6.37,10.23,5.61,9.09,11.51,19.83,2799864.5
20130918,8.98,6.43,10.2,5.55,9.09,11.51,19.83,2761665.5
20130917,9.0,6.36,10.43,5.52,9.09,11.51,19.83,2761606.0
20130916,9.17,6.55,10.27,5.59,9.09,11.51,19.83,2813887.5
20130913,9.18,6.6,10.27,5.63,9.09,11.51,19.83,2821650.0
20130912,9.62,6.55,10.27,5.71,9.09,11.51,19.83,2910637.5
20130911,9.53,6.57,10.27,5.73,9.09,11.51,19.83,2894404.5
20130910,9.68,6.58,10.35,5.67,9.09,11.51,19.83,2925593.0
20130909,9.36,6.53,10.16,5.54,9.09,11.51,19.83,2848490.5
20130906,9.03,6.43,10.17,5.43,9.09,11.51,19.83,2768025.5
20130905,8.83,6.41,9.72,5.42,9.09,11.51,19.83,2718678.5
20130904,8.97,6.35,9.71,5.43,9.09,11.51,19.83,2742437.5
20130903,9.07,6.35,9.38,5.46,9.09,11.51,19.83,2759747.5
20130902,9.06,6.25,9.2,5.41,9.09,11.51,19.83,2744852.5
20130830,9.37,6.34,9.32,5.51,9.09,11.51,19.83,2821669.0
20130829,9.23,6.43,9.57,5.48,9.09,11.51,19.83,2803125.5
20130828,9.23,6.38,9.55,5.41,9.09,11.51,19.83,2796273.0
20130827,8.97,6.41,9.77,5.41,9.09,11.51,19.83,2748008.5
20130826,9.01,6.41,9.78,5.39,9.09,11.51,19.83,2755818.5
20130823,8.69,6.32,9.66,5.28,9.09,11.51,19.83,2676632.0
20130822,8.79,6.38,9.58,5.36,9.09,11.51,19.83,2704083.0
20130821,8.68,6.35,9.75,5.42,9.09,11.51,19.83,2682627.5
20130820,8.73,6.36,9.76,5.43,9.09,11.51,19.83,2694306.0
20130819,8.66,6.36,9.83,5.38,9.09,11.51,19.83,2679226.0
20130816,8.43,6.32,9.58,5.36,9.09,11.51,19.83,2624172.0
20130815,8.44,6.44,9.76,5.41,9.09,11.51,19.83,2640864.0
20130814,8.47,6.56,10.14,5.49,9.09,11.51,19.83,2665196.0
20130813,8.59,6.66,10.24,5.47,9.09,11.51,19.83,2699721.0
20130812,8.31,6.65,10.41,5.5,9.09,11.51,19.83,2643972.5
20130809,8.15,6.52,9.97,5.41,9.09,11.51,19.83,2590752.0
20130808,8.13,6.49,9.58,5.48,9.09,11.51,19.83,2580946.5
20130807,8.15,6.51,9.66,5.68,9.09,11.51,19.83,2593923.5
20130806,8.24,6.68,9.61,5.71,9.09,11.51,19.83,2628078.0
20130805,8.3,6.69,8.88,5.19,9.09,11.51,19.83,2616306.5
20130802,8.27,6.66,8.83,5.15,9.09,11.51,19.83,2605551.0
20130801,8.16,6.6,8.95,5.17,9.09,11.51,19.83,2579550.0
20130731,7.92,6.48,8.54,5.1,9.09,11.51,19.83,2511658.0
20130730,7.7,6.33,8.48,5.12,9.09,11.51,19.83,2452460.5
20130729,7.65,6.24,8.42,5.07,9.09,11.51,19.83,2431744.0
20130726,7.89,6.48,8.42,5.14,9.09,11.51,19.83,2505088.0
20130725,7.86,6.68,8.42,5.12,9.09,11.51,19.83,2516248.0
20130724,7.81,6.68,8.42,5.16,9.09,11.51,19.83,2507098.0
20130723,7.87,6.71,8.42,5.21,9.09,11.51,19.83,2523713.5
20130722,7.62,6.54,8.42,5.12,9.09,11.51,19.83,2453989.0
20130719,7.54,6.47,9.04,5.05,9.09,11.51,19.83,2437099.5
20130718,7.77,6.67,10.04,5.22,9.09,11.51,19.83,2520779.5
20130717,7.99,6.74,10.16,5.26,9.09,11.51,19.83,2575369.0
20130716,7.95,6.93,10.39,5.38,9.09,11.51,19.83,2590750.5
20130715,7.81,6.67,10.28,5.3,9.09,11.51,19.83,2534579.5
20130712,7.73,6.53,10.61,5.28,9.09,11.51,19.83,2509130.5
20130711,7.85,6.64,10.93,5.41,9.09,11.51,19.83,2551914.0
20130710,7.46,6.5,10.47,5.24,9.09,11.51,19.83,2447525.0
20130709,7.3,6.15,9.98,5.11,9.09,11.51,19.83,2372687.5
20130708,7.29,6.14,10.69,5.08,9.09,11.51,19.83,2378049.0
20130705,7.65,6.46,11.76,5.22,9.09,11.51,19.83,2499431.0
20130704,7.71,6.55,12.39,5.16,9.09,11.51,19.83,2526327.5
20130703,7.53,6.24,12.59,5.13,9.09,11.51,19.83,2462914.0
20130702,7.7,6.33,13.12,5.11,9.09,11.51,19.83,2512480.5
20130701,7.65,6.27,13.18,5.13,9.09,11.51,19.83,2498119.5
20130628,7.45,6.19,12.96,5.03,9.09,11.51,19.83,2443671.5
20130627,7.39,6.17,12.9,5.13,9.09,11.51,19.83,2431674.5
20130626,7.63,6.28,12.7,5.19,9.09,11.51,19.83,2490438.0
20130625,7.6,6.19,12.2,5.24,9.09,11.51,19.83,2471141.5
20130624,7.48,6.19,12.99,5.37,9.09,11.51,19.83,2460471.5
20130621,7.84,6.66,20.06,5.75,9.09,11.51,19.83,2680531.0
20130620,7.86,6.54,20.01,5.9,9.09,11.51,19.83,2677739.0
20130619,8.08,6.76,20.61,6.09,9.09,11.51,19.83,2756546.0
20130618,8.24,7.2,20.35,6.08,9.09,11.51,19.83,2825520.0
20130617,8.21,7.16,19.55,6.09,9.09,11.51,19.83,2805616.0
20130614,8.21,7.14,19.75,5.91,9.09,11.51,19.83,2801019.0
20130613,8.22,6.83,19.67,5.9,9.09,11.51,19.83,2773895.5
20130607,8.68,6.93,20.04,5.88,9.09,11.51,19.83,2882310.5
20130606,8.82,7.12,19.97,6.06,9.09,11.51,19.83,2932852.0
20130605,9.01,7.27,20.56,6.06,9.09,11.51,19.83,2993329.5
20130604,8.95,7.21,20.72,5.98,9.09,11.51,19.83,2975198.5
20130603,9.12,7.47,20.61,6.08,9.09,11.51,19.83,3035319.5
20130531,9.16,7.45,20.99,5.87,9.09,11.51,19.83,3040442.5
20130530,9.19,7.68,20.43,5.95,9.09,11.51,19.83,3062438.0
20130529,9.17,7.78,20.87,5.96,9.09,11.51,19.83,3073303.0
20130528,9.23,7.72,20.72,5.96,9.09,11.51,19.83,3078382.0
20130527,8.93,7.86,20.57,5.86,9.09,11.51,19.83,3023911.0
20130524,8.92,7.86,20.06,5.82,9.09,11.51,19.83,3014011.0
20130523,8.9,7.39,19.11,5.83,9.09,11.51,19.83,2955591.5
20130522,9.29,7.41,19.25,5.9,9.09,11.51,19.83,3042038.5
20130521,9.2,7.68,19.49,5.91,9.09,11.51,19.83,3051088.0
20130520,9.23,7.64,19.47,5.9,9.09,11.51,19.83,3053144.0
20130517,9.24,7.48,19.18,5.87,9.09,11.51,19.83,3036168.0
20130516,8.97,6.97,18.83,5.82,9.09,11.51,19.83,2928404.5
20130515,8.8,7.03,18.55,5.79,9.09,11.51,19.83,2894065.5
20130514,8.82,6.54,18.84,5.84,9.09,11.51,19.83,2859449.0
20130513,8.92,6.76,19.29,5.9,9.09,11.51,19.83,2907566.0
20130510,8.93,6.82,19.57,5.86,9.09,11.51,19.83,2917467.0
20130509,8.81,6.86,19.15,5.84,9.09,11.51,19.83,2890161.0
20130508,8.93,6.79,19.17,5.87,9.09,11.51,19.83,2909871.5
20130507,8.94,6.79,18.89,5.85,9.09,11.51,19.83,2907701.5
20130506,8.98,6.88,18.34,5.86,9.09,11.51,19.83,2917218.0
20130503,8.93,6.8,18.29,5.82,9.09,11.51,19.83,2897830.0
20130502,8.85,6.55,17.72,5.79,9.09,11.51,19.83,2850497.5
20130426,8.61,6.35,18.38,5.81,9.09,11.51,19.83,2792027.5
20130425,8.83,5.91,18.84,5.88,9.09,11.51,19.83,2806113.5
20130424,9.09,6.02,19.04,5.93,9.09,11.51,19.83,2873917.0
20130423,9.03,5.89,18.9,5.85,9.09,11.51,19.83,2845596.5
20130422,9.38,6.07,19.41,6.02,9.09,11.51,19.83,2945949.5
20130419,9.43,6.06,19.6,6.06,9.09,11.51,19.83,2959071.0
20130418,9.05,5.95,18.82,5.96,9.09,11.51,19.83,2857387.5
20130417,8.97,5.9,18.73,6.0,9.09,11.51,19.83,2836365.0
20130416,9.06,5.94,19.06,6.14,9.09,11.51,19.83,2867079.0
20130415,9.05,5.82,19.09,5.93,9.09,11.51,19.83,2848317.0
20130412,9.06,5.89,19.2,5.99,9.09,11.51,19.83,2859906.5
20130411,9.2,5.99,19.6,6.03,9.09,11.51,19.83,2904271.5
20130410,9.23,6.05,19.29,6.08,9.09,11.51,19.83,2913342.5
20130409,9.24,6.08,19.17,6.23,9.09,11.51,19.83,2921048.0
20130408,9.23,5.92,19.17,6.09,9.09,11.51,19.83,2900402.0
20130403,9.16,5.98,20.01,5.96,9.09,11.51,19.83,2898323.0
20130402,9.13,5.95,20.57,5.99,9.09,11.51,19.83,2897597.5
20130401,9.16,5.95,21.18,5.95,9.09,11.51,19.83,2910537.5
20130329,9.27,5.89,21.19,5.98,9.09,11.51,19.83,2928946.5
20130328,9.0,5.93,21.1,6.07,9.09,11.51,19.83,2878180.5
20130327,9.18,6.19,21.29,6.1,9.09,11.51,19.83,2942171.5
20130326,8.89,6.17,20.64,6.12,9.09,11.51,19.83,2872494.5
20130325,9.02,6.27,21.47,6.23,9.09,11.51,19.83,2922479.5
20130322,8.87,6.27,20.98,6.18,9.09,11.51,19.83,2883559.5
20130321,8.9,6.32,20.16,6.2,9.09,11.51,19.83,2884202.0
20130320,8.89,6.34,19.91,6.24,9.09,11.51,19.83,2881879.0
20130319,8.65,6.21,19.58,6.2,9.09,11.51,19.83,2815028.5
20130318,8.62,6.2,19.63,6.04,9.09,11.51,19.83,2803770.0
20130315,8.83,6.36,20.19,6.03,9.09,11.51,19.83,2868596.0
20130314,8.76,6.28,19.82,6.02,9.09,11.51,19.83,2841808.0
20130313,8.78,6.3,19.29,6.05,9.09,11.51,19.83,2841755.0
20130312,8.83,6.37,19.48,6.12,9.09,11.51,19.83,2862964.5
20130311,8.98,6.61,19.71,6.19,9.09,11.51,19.83,2920668.5
20130308,9.03,6.75,19.28,6.18,9.09,11.51,19.83,2937707.5
20130307,9.05,6.81,19.1,6.21,9.09,11.51,19.83,2945798.5
20130306,9.15,6.95,19.56,6.29,9.09,11.51,19.83,2987457.5
20130305,9.0,6.74,19.91,6.23,9.09,11.51,19.83,2940289.0
20130304,8.87,6.65,19.34,6.14,9.09,11.51,19.83,2895182.5
20130301,9.2,6.88,19.5,6.17,9.09,11.51,19.83,2987138.0
20130228,9.24,6.86,18.74,6.11,9.09,11.51,19.83,2981941.0
20130227,9.02,6.73,18.24,5.97,9.09,11.51,19.83,2914020.5
20130226,8.97,6.83,17.83,5.95,9.09,11.51,19.83,2906725.5
20130225,9.12,7.08,17.84,6.05,9.09,11.51,19.83,2963368.0
20130222,9.03,7.0,17.98,6.01,9.09,11.51,19.83,2938170.0
20130221,9.08,7.09,17.39,6.05,9.09,11.51,19.83,2950136.5
20130220,9.39,7.13,17.43,6.18,9.09,11.51,19.83,3022320.5
20130219,9.36,6.89,17.37,6.12,9.09,11.51,19.83,2991966.5
20130218,9.71,7.04,17.46,6.22,9.09,11.51,19.83,3082064.0
20130208,9.72,6.84,17.5,6.22,9.09,11.51,19.83,3066684.0
20130207,9.72,6.8,17.5,6.21,9.09,11.51,19.83,3062790.0
20130206,9.61,6.87,16.94,6.14,9.09,11.51,19.83,3036929.5
20130205,9.46,6.84,16.94,6.22,9.09,11.51,19.83,3005584.0
20130204,9.32,6.83,17.58,6.22,9.09,11.51,19.83,2984025.5
20130201,9.39,6.84,17.92,6.15,9.09,11.51,19.83,3001734.0
20130131,9.41,6.89,17.62,6.13,9.09,11.51,19.83,3005866.5
20130130,8.92,6.95,17.67,6.06,9.09,11.51,19.83,2908377.5
20130129,8.9,6.93,17.65,6.02,9.09,11.51,19.83,2900980.5
20130128,8.94,6.94,17.98,6.02,9.09,11.51,19.83,2914449.0
20130125,8.79,6.82,17.41,5.94,9.09,11.51,19.83,2862807.0
20130124,8.78,6.67,17.67,5.94,9.09,11.51,19.83,2850639.5
20130123,8.96,6.77,17.88,6.04,9.09,11.51,19.83,2902614.5
20130122,9.02,6.83,18.01,6.04,9.09,11.51,19.83,2922115.5
20130121,9.15,7.02,17.81,6.13,9.09,11.51,19.83,2966197.0
20130118,9.12,6.87,17.85,6.1,9.09,11.51,19.83,2946129.5
20130117,8.89,6.77,17.72,6.03,9.09,11.51,19.83,2885744.5
20130116,8.99,6.87,18.16,5.98,9.09,11.51,19.83,2919649.5
20130115,9.16,6.87,17.56,6.01,9.09,11.51,19.83,2947939.5
20130114,9.05,6.66,16.92,5.96,9.09,11.51,19.83,2896481.0
20130111,8.84,6.43,16.42,5.85,9.09,11.51,19.83,2822545.5
20130110,9.11,6.68,16.77,6.0,9.09,11.51,19.83,2909948.0
20130109,9.14,6.68,16.79,6.01,9.09,11.51,19.83,2916718.0
20130108,9.12,6.62,16.5,6.07,9.09,11.51,19.83,2905217.0
20130107,9.23,6.55,16.09,6.02,9.09,11.51,19.83,2914867.5
20130104,9.24,6.55,16.0,6.01,9.09,11.51,19.83,2915467.5
20121231,9.1,6.63,16.39,5.98,9.09,11.51,19.83,2897845.5
20121228,9.14,6.51,16.22,5.93,9.09,11.51,19.83,2891633.5
20121227,9.11,6.44,16.48,5.87,9.09,11.51,19.83,2880714.0
20121226,9.16,6.51,16.55,5.92,9.09,11.51,19.83,2899763.5
20121225,9.12,6.36,16.51,5.91,9.09,11.51,19.83,2877186.0
20121224,8.98,6.24,16.49,5.79,9.09,11.51,19.83,2833564.0
20121221,9.08,6.24,15.67,5.84,9.09,11.51,19.83,2845104.0
20121220,9.03,6.31,15.52,5.84,9.09,11.51,19.83,2839093.5
20121219,8.85,6.26,15.47,5.84,9.09,11.51,19.83,2796691.0
20121218,8.81,6.24,15.21,5.84,9.09,11.51,19.83,2783234.0
20121217,8.78,6.27,15.42,5.84,9.09,11.51,19.83,2782449.5
20121214,8.77,6.23,15.59,5.84,9.09,11.51,19.83,2778995.5
20121213,8.32,6.02,15.25,5.84,9.09,11.51,19.83,2662557.0
20121212,8.52,6.16,15.81,5.8,9.09,11.51,19.83,2722616.0
20121211,8.39,5.94,15.64,5.81,9.09,11.51,19.83,2674029.0
20121210,8.43,6.01,15.73,5.89,9.09,11.51,19.83,2692168.5
20121207,8.44,5.87,15.84,5.83,9.09,11.51,19.83,2681289.5
20121206,8.21,5.76,15.56,5.74,9.09,11.51,19.83,2617456.0
20121205,8.17,5.81,15.4,5.66,9.09,11.51,19.83,2609188.5
20121204,7.65,5.6,15.03,5.51,9.09,11.51,19.83,2473370.0
20121203,7.92,5.57,14.63,5.44,9.09,11.51,19.83,2519264.5
20121130,7.99,5.75,14.92,5.53,9.09,11.51,19.83,2556397.5
20121129,7.76,5.7,14.35,5.48,9.09,11.51,19.83,2495385.0
20121128,7.77,5.72,14.46,5.52,9.09,11.51,19.83,2501882.0
20121127,8.04,5.99,14.93,5.55,9.09,11.51,19.83,2589041.5
20121126,7.96,6.19,15.48,5.62,9.09,11.51,19.83,2599701.5
20121123,7.95,6.26,15.67,5.61,9.09,11.51,19.83,2606091.0
20121122,7.76,6.25,15.47,5.57,9.09,11.51,19.83,2562062.5
20121121,7.83,6.3,15.73,5.59,9.09,11.51,19.83,2585025.0
20121120,7.71,6.25,15.3,5.54,9.09,11.51,19.83,2548602.5
20121119,7.8,6.2,15.5,5.56,9.09,11.51,19.83,2565940.0
20121116,7.8,6.18,15.24,5.47,9.09,11.51,19.83,2558063.0
20121115,7.8,6.25,15.46,5.46,9.09,11.51,19.83,2566912.5
20121114,8.01,6.32,15.59,5.52,9.09,11.51,19.83,2620162.0
20121113,7.99,6.28,15.73,5.51,9.09,11.51,19.83,2613948.0
20121112,8.16,6.4,15.98,5.64,9.09,11.51,19.83,2667070.0
20121109,8.09,6.31,15.83,5.58,9.09,11.51,19.83,2640743.5
20121108,7.8,6.3,15.46,5.57,9.09,11.51,19.83,2574705.0
20121107,7.99,6.43,15.94,5.69,9.09,11.51,19.83,2635555.5
20121106,7.97,6.46,16.26,5.71,9.09,11.51,19.83,2638871.0
20121105,8.05,6.6,16.51,5.74,9.09,11.51,19.83,2672160.0
20121102,8.05,6.89,16.61,5.7,9.09,11.51,19.83,2698316.5
20121101,8.04,6.89,16.59,5.69,9.09,11.51,19.83,2695686.5
20121031,7.9,6.75,16.15,5.62,9.09,11.51,19.83,2646307.5
20121030,7.79,6.76,15.67,5.67,9.09,11.51,19.83,2619696.0
20121029,7.69,6.73,15.85,5.67,9.09,11.51,19.83,2598640.5
20121026,7.69,6.74,15.8,5.71,9.09,11.51,19.83,2600089.0
20121025,7.82,6.92,16.24,5.84,9.09,11.51,19.83,2652792.0
20121024,7.93,6.93,16.03,5.8,9.09,11.51,19.83,2672530.5
20121023,8.06,6.97,16.27,5.77,9.09,11.51,19.83,2705254.5
20121022,8.07,7.03,16.59,5.8,9.09,11.51,19.83,2717775.5
20121019,8.06,7.08,16.41,5.79,9.09,11.51,19.83,2717558.0
20121018,8.04,7.0,17.18,5.82,9.09,11.51,19.83,2717140.0
20121017,7.93,6.88,17.18,5.78,9.09,11.51,19.83,2682388.0
20121016,7.9,6.88,16.92,5.73,9.09,11.51,19.83,2671298.0
20121015,7.9,6.89,16.62,5.69,9.09,11.51,19.83,2667096.5
20121012,8.0,6.96,17.0,5.79,9.09,11.51,19.83,2702026.0
20121011,8.04,6.91,16.31,5.85,9.09,11.51,19.83,2698643.5
20121010,8.22,7.08,16.01,5.9,9.09,11.51,19.83,2748778.0
20121009,8.1,7.08,15.4,5.9,9.09,11.51,19.83,2716008.0
20121008,7.89,6.88,15.43,5.84,9.09,11.51,19.83,2653158.0
20120928,8.03,6.83,14.71,6.05,9.09,11.51,19.83,2674585.5
20120927,7.79,6.7,14.62,6.05,9.09,11.51,19.83,2612055.0
20120926,7.59,6.53,14.38,6.05,9.09,11.51,19.83,2552260.5
20120925,7.82,6.77,14.41,6.05,9.09,11.51,19.83,2621824.5
20120924,7.88,6.79,14.49,6.05,9.09,11.51,19.83,2637081.5
20120921,7.68,6.82,13.93,6.05,9.09,11.51,19.83,2591097.0
20120920,7.74,6.91,13.81,6.05,9.09,11.51,19.83,2610043.5
20120919,7.93,7.24,14.12,6.05,9.09,11.51,19.83,2683054.0
20120918,7.91,7.17,14.14,6.05,9.09,11.51,19.83,2672884.5
20120917,7.9,7.2,14.18,6.05,9.09,11.51,19.83,2674030.0
20120914,8.22,7.4,14.62,6.05,9.09,11.51,19.83,2763960.0
20120913,8.23,7.43,14.59,6.05,9.09,11.51,19.83,2768335.5
20120912,8.32,7.53,14.67,6.05,9.09,11.51,19.83,2796990.5
